2001,9
2002,0
2003,2
2004,1
2005,5
2006,2
2007,2
2008,3
2009,8
2010,0
2011,9
2012,9
2013,9
2014,10
2015,0
2016,2
2017,3
2018,6
2019,3
2020,4
2021,5
2022,7
2023,3
2024,0
2025,6
2026,6
2027,2
2028,4
2029,5
2030,10
2031,1
2032,3
2033,8
2034,3
2035,2
2036,6
2037,8
2038,3
2039,2
2040,4
2041,0
2042,7
2043,2
2044,2
2045,4
2046,3
2047,0
2048,2
2049,3
2050,4
2051,1
2052,2
2053,8
2054,2
2055,3
2056,9
2057,8
2058,8
2059,-1
2060,4
2061,3
2062,6
2063,9
2064,2
2065,5
2066,3
2067,4
2068,9
2069,0
2070,7
2071,4
2072,6
2073,0
2074,0
2075,3
2076,7
2077,1
2078,0
2079,9
2080,7
2081,2
2082,0
2083,3
2084,5
2085,-1
2086,1
2087,4
2088,6
2089,0
2090,8
2091,2
