5001,0
5002,1
5003,3
5004,6
5005,5
5006,9
5007,7
5008,7
5009,8
5010,4
5011,7
5012,8
5013,2
5014,4
5015,10
5016,6
5017,4
5018,3
5019,3
5020,0
5021,-1
5022,8
5023,10
5024,5
5025,1
5026,7
5027,8
5028,3
5029,7
5030,4
5031,9
5032,3
5033,4
5034,7
5035,0
5036,4
5037,9
5038,9
5039,4
5040,6
5041,9
5042,9
5043,10
5044,8
5045,2
5046,10
5047,7
5048,5
5049,10
5050,0
5051,8
5052,7
5053,2
5054,2
5055,-1
5056,4
5057,-1
5058,10
5059,6
5060,8
5061,9
5062,7
5063,5
5064,-1
5065,5
5066,8
5067,8
5068,7
5069,10
5070,8
5071,0
5072,6
5073,10
5074,2
5075,6
5076,3
5077,8
5078,3
5079,8
5080,10
5081,7
5082,7
5083,1
5084,4
5085,8
5086,2
5087,9
5088,2
5089,3
5090,8
5091,-1
5092,10
5093,3
