1001,0
1002,1
1003,0
1004,6
1005,0
1006,2
1007,6
1008,7
1009,1
1010,-1
1011,5
1012,4
1013,5
1014,7
1015,4
1016,6
1017,1
1018,1
1019,0
1020,4
1021,10
1022,8
1023,9
1024,2
1025,5
1026,8
1027,6
1028,2
1029,5
1030,0
1031,3
1032,1
1033,4
1034,3
1035,8
1036,1
1037,7
1038,9
1039,1
1040,9
1041,5
1042,4
1043,6
1044,5
1045,6
1046,0
1047,7
1048,10
1049,6
1050,8
1051,2
1052,2
1053,4
1054,2
1055,-1
1056,6
1057,2
1058,8
1059,6
1060,0
1061,7
1062,0
1063,2
1064,10
1065,9
1066,-1
1067,7
1068,1
1069,7
1070,7
1071,1
1072,3
1073,6
1074,2
1075,2
1076,4
1077,7
1078,10
1079,0
1080,0
1081,0
1082,4
