2001,0
2002,4
2003,3
2004,4
2005,0
2006,4
2007,8
2008,7
2009,2
2010,1
2011,6
2012,9
2013,8
2014,2
2015,10
2016,3
2017,10
2018,1
2019,4
2020,9
2021,8
2022,6
2023,2
2024,4
2025,1
2026,8
2027,2
2028,2
2029,2
2030,0
2031,6
2032,1
2033,10
2034,9
2035,4
2036,6
2037,3
2038,4
2039,7
2040,-1
2041,10
2042,3
2043,0
2044,3
2045,1
2046,7
2047,5
2048,7
2049,7
2050,7
2051,7
2052,2
2053,3
2054,9
2055,3
2056,2
2057,1
2058,10
2059,4
2060,10
2061,10
2062,8
2063,4
2064,2
2065,2
2066,7
2067,6
2068,1
2069,10
2070,4
2071,1
2072,2
2073,6
2074,3
2075,1
2076,-1
2077,0
2078,5
2079,8
2080,3
2081,5
2082,3
2083,-1
2084,5
2085,10
2086,2
2087,6
2088,6
2089,3
2090,8
2091,6
