3001,7
3002,3
3003,5
3004,7
3005,1
3006,0
3007,10
3008,7
3009,4
3010,3
3011,1
3012,0
3013,5
3014,7
3015,5
3016,10
3017,8
3018,10
3019,10
3020,1
3021,6
3022,3
3023,6
3024,0
3025,5
3026,6
3027,8
3028,6
3029,8
3030,5
3031,7
3032,9
3033,2
3034,1
3035,0
3036,2
3037,6
3038,0
3039,4
3040,0
3041,6
3042,4
3043,6
3044,-1
3045,9
3046,3
3047,3
3048,-1
3049,3
3050,6
3051,-1
3052,2
3053,5
3054,4
3055,6
3056,6
3057,1
3058,6
3059,0
3060,10
3061,4
3062,8
3063,0
3064,7
3065,5
3066,10
3067,10
3068,1
3069,3
3070,6
3071,10
3072,7
3073,6
3074,0
3075,3
3076,4
3077,10
3078,10
3079,10
3080,6
3081,10
3082,3
3083,10
