2001,4
2002,7
2003,0
2004,1
2005,10
2006,4
2007,9
2008,6
2009,0
2010,10
2011,4
2012,7
2013,5
2014,3
2015,8
2016,0
2017,0
2018,2
2019,1
2020,1
2021,2
2022,6
2023,5
2024,1
2025,3
2026,10
2027,7
2028,9
2029,10
2030,6
2031,1
2032,7
2033,9
2034,8
2035,2
2036,3
2037,2
2038,2
2039,7
2040,4
2041,4
2042,5
2043,3
2044,8
2045,2
2046,9
2047,4
2048,0
2049,0
2050,4
2051,10
2052,5
2053,7
2054,6
2055,3
2056,10
2057,0
2058,5
2059,4
2060,9
2061,6
2062,8
2063,1
2064,9
2065,8
2066,9
2067,7
2068,-1
2069,8
2070,5
2071,0
2072,1
2073,8
2074,4
2075,5
2076,8
2077,2
2078,6
2079,10
2080,7
2081,10
2082,9
2083,-1
2084,3
2085,7
2086,7
2087,1
2088,3
2089,3
2090,7
2091,10
