4001,4
4002,5
4003,8
4004,-1
4005,7
4006,9
4007,5
4008,0
4009,9
4010,8
4011,1
4012,1
4013,7
4014,7
4015,8
4016,-1
4017,10
4018,5
4019,3
4020,10
4021,1
4022,6
4023,9
4024,0
4025,3
4026,3
4027,5
4028,6
4029,5
4030,7
4031,1
4032,3
4033,4
4034,4
4035,6
4036,10
4037,7
4038,7
4039,10
4040,2
4041,1
4042,10
4043,0
4044,5
4045,4
4046,2
4047,9
4048,7
4049,4
4050,6
4051,8
4052,1
4053,3
4054,4
4055,3
4056,9
4057,8
4058,7
4059,9
4060,9
4061,5
4062,7
4063,3
4064,0
4065,8
4066,6
4067,1
4068,3
4069,5
4070,8
4071,4
4072,2
4073,8
4074,1
4075,6
4076,2
4077,6
4078,7
4079,9
4080,8
4081,6
4082,3
4083,3
4084,0
4085,8
4086,0
4087,0
4088,3
4089,2
4090,9
4091,-1
4092,4
4093,6
4094,5
4095,10
4096,7
4097,5
4098,4
