5001,7
5002,6
5003,7
5004,5
5005,10
5006,5
5007,3
5008,6
5009,3
5010,2
5011,2
5012,2
5013,8
5014,10
5015,2
5016,3
5017,5
5018,5
5019,6
5020,0
5021,4
5022,4
5023,1
5024,4
5025,9
5026,5
5027,6
5028,0
5029,0
5030,2
5031,5
5032,4
5033,2
5034,-1
5035,7
5036,6
5037,9
5038,3
5039,10
5040,-1
5041,2
5042,0
5043,10
5044,0
5045,0
5046,5
5047,3
5048,6
5049,9
5050,0
5051,1
5052,2
5053,4
5054,3
5055,9
5056,5
5057,4
5058,3
5059,1
5060,9
5061,6
5062,7
5063,2
5064,6
5065,2
5066,4
5067,1
5068,4
5069,10
5070,8
5071,8
5072,0
5073,5
5074,9
5075,2
5076,7
5077,5
5078,6
5079,0
5080,8
5081,0
5082,1
5083,2
5084,7
5085,1
5086,6
5087,4
5088,0
5089,6
5090,9
5091,2
5092,4
5093,3
