4001,9
4002,6
4003,6
4004,9
4005,6
4006,10
4007,5
4008,9
4009,0
4010,8
4011,9
4012,1
4013,2
4014,10
4015,6
4016,10
4017,8
4018,6
4019,8
4020,9
4021,3
4022,0
4023,1
4024,3
4025,10
4026,2
4027,0
4028,5
4029,5
4030,1
4031,10
4032,7
4033,3
4034,6
4035,4
4036,5
4037,5
4038,4
4039,4
4040,8
4041,6
4042,0
4043,2
4044,2
4045,3
4046,3
4047,4
4048,0
4049,9
4050,4
4051,10
4052,1
4053,7
4054,-1
4055,10
4056,0
4057,6
4058,5
4059,9
4060,10
4061,7
4062,5
4063,6
4064,1
4065,10
4066,0
4067,0
4068,2
4069,0
4070,6
4071,10
4072,5
4073,4
4074,10
4075,8
4076,2
4077,2
4078,3
4079,0
4080,5
4081,10
4082,1
4083,3
4084,2
4085,0
4086,2
4087,8
4088,2
4089,7
4090,1
4091,8
4092,1
4093,4
4094,1
4095,2
4096,3
4097,2
4098,4
