4001,0
4002,4
4003,7
4004,10
4005,3
4006,5
4007,5
4008,8
4009,-1
4010,0
4011,1
4012,3
4013,8
4014,4
4015,10
4016,10
4017,4
4018,1
4019,3
4020,2
4021,8
4022,-1
4023,4
4024,5
4025,2
4026,7
4027,1
4028,7
4029,6
4030,7
4031,4
4032,2
4033,3
4034,7
4035,5
4036,2
4037,9
4038,5
4039,2
4040,7
4041,5
4042,6
4043,8
4044,3
4045,6
4046,1
4047,9
4048,7
4049,3
4050,0
4051,4
4052,7
4053,4
4054,1
4055,-1
4056,3
4057,6
4058,0
4059,4
4060,4
4061,2
4062,10
4063,-1
4064,5
4065,0
4066,7
4067,8
4068,9
4069,5
4070,1
4071,0
4072,6
4073,9
4074,-1
4075,2
4076,4
4077,8
4078,10
4079,9
4080,10
4081,2
4082,4
4083,6
4084,3
4085,0
4086,10
4087,4
4088,0
4089,3
4090,2
4091,3
4092,8
4093,8
4094,1
4095,6
4096,9
4097,7
4098,1
