2001,4
2002,9
2003,1
2004,4
2005,4
2006,4
2007,6
2008,5
2009,6
2010,0
2011,10
2012,10
2013,5
2014,7
2015,-1
2016,8
2017,10
2018,7
2019,6
2020,9
2021,2
2022,4
2023,2
2024,6
2025,2
2026,6
2027,4
2028,-1
2029,3
2030,10
2031,2
2032,1
2033,7
2034,9
2035,5
2036,1
2037,8
2038,2
2039,10
2040,8
2041,3
2042,5
2043,8
2044,9
2045,0
2046,6
2047,2
2048,6
2049,0
2050,6
2051,6
2052,8
2053,2
2054,7
2055,9
2056,5
2057,10
2058,9
2059,1
2060,0
2061,2
2062,7
2063,10
2064,6
2065,10
2066,6
2067,2
2068,6
2069,5
2070,6
2071,3
2072,6
2073,7
2074,1
2075,8
2076,8
2077,1
2078,4
2079,6
2080,6
2081,4
2082,8
2083,9
2084,1
2085,8
2086,8
2087,6
2088,6
2089,5
2090,0
2091,2
