2001,-1
2002,0
2003,8
2004,6
2005,7
2006,7
2007,9
2008,0
2009,10
2010,2
2011,1
2012,4
2013,8
2014,1
2015,8
2016,7
2017,2
2018,10
2019,4
2020,9
2021,5
2022,6
2023,4
2024,5
2025,8
2026,-1
2027,2
2028,7
2029,4
2030,4
2031,8
2032,7
2033,10
2034,4
2035,10
2036,8
2037,3
2038,0
2039,3
2040,3
2041,2
2042,9
2043,9
2044,7
2045,8
2046,5
2047,-1
2048,8
2049,3
2050,7
2051,6
2052,-1
2053,6
2054,5
2055,5
2056,10
2057,9
2058,4
2059,1
2060,6
2061,6
2062,6
2063,0
2064,6
2065,5
2066,4
2067,7
2068,3
2069,9
2070,9
2071,8
2072,9
2073,10
2074,0
2075,10
2076,4
2077,-1
2078,7
2079,3
2080,5
2081,9
2082,1
2083,3
2084,1
2085,5
2086,10
2087,7
2088,0
2089,2
2090,7
2091,6
