1001,10
1002,10
1003,0
1004,6
1005,9
1006,3
1007,0
1008,1
1009,2
1010,10
1011,1
1012,9
1013,9
1014,7
1015,6
1016,0
1017,-1
1018,10
1019,7
1020,3
1021,7
1022,3
1023,6
1024,3
1025,5
1026,9
1027,8
1028,2
1029,9
1030,7
1031,9
1032,4
1033,1
1034,2
1035,1
1036,3
1037,0
1038,9
1039,7
1040,2
1041,1
1042,2
1043,0
1044,6
1045,7
1046,8
1047,6
1048,1
1049,-1
1050,3
1051,1
1052,4
1053,3
1054,6
1055,6
1056,10
1057,10
1058,9
1059,0
1060,5
1061,1
1062,3
1063,3
1064,9
1065,3
1066,0
1067,9
1068,8
1069,9
1070,4
1071,0
1072,1
1073,8
1074,4
1075,10
1076,6
1077,10
1078,3
1079,2
1080,8
1081,10
1082,2
