1001,0
1002,3
1003,0
1004,3
1005,8
1006,0
1007,9
1008,3
1009,8
1010,2
1011,0
1012,4
1013,7
1014,0
1015,6
1016,9
1017,1
1018,3
1019,3
1020,0
1021,7
1022,0
1023,10
1024,5
1025,8
1026,9
1027,3
1028,8
1029,9
1030,5
1031,5
1032,10
1033,6
1034,2
1035,3
1036,3
1037,8
1038,5
1039,5
1040,6
1041,2
1042,7
1043,6
1044,8
1045,2
1046,0
1047,9
1048,5
1049,7
1050,2
1051,5
1052,6
1053,6
1054,0
1055,2
1056,1
1057,1
1058,2
1059,4
1060,10
1061,0
1062,0
1063,4
1064,5
1065,6
1066,6
1067,3
1068,1
1069,2
1070,5
1071,9
1072,7
1073,7
1074,1
1075,0
1076,10
1077,0
1078,8
1079,1
1080,5
1081,5
1082,3
