4001,4
4002,3
4003,8
4004,5
4005,3
4006,5
4007,3
4008,0
4009,9
4010,8
4011,1
4012,2
4013,2
4014,1
4015,1
4016,6
4017,6
4018,6
4019,9
4020,5
4021,0
4022,7
4023,9
4024,0
4025,5
4026,9
4027,9
4028,7
4029,2
4030,8
4031,8
4032,9
4033,6
4034,3
4035,10
4036,4
4037,8
4038,6
4039,4
4040,8
4041,8
4042,5
4043,10
4044,5
4045,10
4046,0
4047,3
4048,7
4049,0
4050,10
4051,3
4052,-1
4053,6
4054,10
4055,2
4056,7
4057,3
4058,10
4059,6
4060,9
4061,9
4062,10
4063,0
4064,4
4065,3
4066,1
4067,7
4068,5
4069,7
4070,5
4071,0
4072,4
4073,7
4074,10
4075,5
4076,8
4077,8
4078,7
4079,3
4080,6
4081,3
4082,6
4083,7
4084,6
4085,6
4086,10
4087,9
4088,5
4089,4
4090,7
4091,4
4092,9
4093,2
4094,3
4095,10
4096,1
4097,0
4098,0
