2001,3
2002,4
2003,3
2004,7
2005,9
2006,6
2007,7
2008,5
2009,2
2010,4
2011,8
2012,8
2013,-1
2014,1
2015,9
2016,10
2017,10
2018,2
2019,4
2020,8
2021,1
2022,0
2023,0
2024,3
2025,10
2026,0
2027,9
2028,9
2029,3
2030,4
2031,0
2032,10
2033,9
2034,0
2035,6
2036,4
2037,4
2038,10
2039,5
2040,9
2041,5
2042,9
2043,2
2044,6
2045,1
2046,6
2047,2
2048,6
2049,4
2050,5
2051,6
2052,3
2053,5
2054,6
2055,8
2056,1
2057,4
2058,6
2059,0
2060,1
2061,2
2062,1
2063,1
2064,5
2065,7
2066,3
2067,5
2068,1
2069,6
2070,10
2071,9
2072,5
2073,5
2074,10
2075,5
2076,6
2077,10
2078,7
2079,4
2080,0
2081,8
2082,2
2083,5
2084,-1
2085,9
2086,0
2087,5
2088,3
2089,5
2090,0
2091,10
