2001,3
2002,8
2003,2
2004,3
2005,5
2006,9
2007,8
2008,4
2009,5
2010,1
2011,10
2012,10
2013,10
2014,3
2015,0
2016,1
2017,8
2018,5
2019,2
2020,10
2021,1
2022,0
2023,1
2024,4
2025,2
2026,7
2027,1
2028,5
2029,0
2030,3
2031,8
2032,3
2033,0
2034,0
2035,6
2036,3
2037,3
2038,5
2039,4
2040,6
2041,7
2042,10
2043,8
2044,6
2045,0
2046,3
2047,0
2048,1
2049,8
2050,1
2051,4
2052,1
2053,10
2054,8
2055,4
2056,0
2057,1
2058,7
2059,7
2060,2
2061,5
2062,5
2063,10
2064,3
2065,3
2066,0
2067,0
2068,0
2069,7
2070,7
2071,0
2072,6
2073,0
2074,0
2075,1
2076,1
2077,6
2078,4
2079,6
2080,0
2081,2
2082,1
2083,5
2084,4
2085,7
2086,8
2087,5
2088,7
2089,8
2090,6
2091,3
