2001,1
2002,10
2003,8
2004,3
2005,-1
2006,0
2007,1
2008,2
2009,10
2010,6
2011,1
2012,4
2013,7
2014,3
2015,4
2016,8
2017,7
2018,7
2019,7
2020,0
2021,8
2022,6
2023,9
2024,5
2025,1
2026,1
2027,0
2028,6
2029,10
2030,2
2031,10
2032,10
2033,5
2034,10
2035,10
2036,6
2037,9
2038,2
2039,6
2040,4
2041,10
2042,6
2043,4
2044,9
2045,0
2046,9
2047,10
2048,5
2049,3
2050,9
2051,10
2052,7
2053,10
2054,8
2055,5
2056,0
2057,1
2058,5
2059,2
2060,4
2061,5
2062,8
2063,2
2064,6
2065,2
2066,3
2067,4
2068,7
2069,2
2070,0
2071,4
2072,0
2073,10
2074,5
2075,10
2076,0
2077,3
2078,9
2079,4
2080,5
2081,6
2082,5
2083,4
2084,-1
2085,2
2086,4
2087,0
2088,0
2089,3
2090,9
2091,7
