5001,10
5002,4
5003,2
5004,9
5005,6
5006,8
5007,4
5008,7
5009,10
5010,4
5011,4
5012,8
5013,4
5014,7
5015,9
5016,8
5017,8
5018,5
5019,9
5020,2
5021,7
5022,2
5023,3
5024,0
5025,0
5026,0
5027,2
5028,3
5029,8
5030,4
5031,9
5032,8
5033,4
5034,5
5035,0
5036,3
5037,7
5038,3
5039,5
5040,3
5041,1
5042,0
5043,2
5044,0
5045,4
5046,1
5047,9
5048,5
5049,6
5050,10
5051,7
5052,6
5053,3
5054,6
5055,2
5056,10
5057,5
5058,1
5059,6
5060,7
5061,4
5062,3
5063,7
5064,4
5065,0
5066,-1
5067,1
5068,5
5069,1
5070,4
5071,5
5072,5
5073,10
5074,5
5075,1
5076,8
5077,1
5078,5
5079,8
5080,4
5081,3
5082,5
5083,7
5084,1
5085,5
5086,9
5087,5
5088,6
5089,2
5090,4
5091,1
5092,10
5093,8
