3001,2
3002,5
3003,2
3004,0
3005,9
3006,-1
3007,4
3008,8
3009,4
3010,0
3011,3
3012,8
3013,9
3014,4
3015,5
3016,10
3017,6
3018,2
3019,0
3020,5
3021,0
3022,5
3023,3
3024,4
3025,0
3026,2
3027,5
3028,7
3029,6
3030,0
3031,0
3032,4
3033,5
3034,3
3035,1
3036,9
3037,7
3038,10
3039,2
3040,9
3041,5
3042,5
3043,0
3044,9
3045,2
3046,8
3047,6
3048,1
3049,6
3050,9
3051,4
3052,0
3053,4
3054,8
3055,6
3056,6
3057,9
3058,6
3059,9
3060,2
3061,6
3062,6
3063,-1
3064,0
3065,9
3066,0
3067,10
3068,5
3069,8
3070,1
3071,3
3072,6
3073,10
3074,8
3075,10
3076,7
3077,5
3078,2
3079,3
3080,7
3081,4
3082,1
3083,4
